Species,Type,WindExposition,Slope,Ruggedness,Roughness,Elevation,pH,Longitude,Latitude,Drainage,DistanceToTheCoast,DistanceToNearestRiver,CalciumContent,Aspect Eastness,Aspect Northness,DistanceToTheRoad,Possum,RedDeer,Rats,BIOEnd1,BIOEnd2,BIOEnd3,BIOEnd4,BIOEnd5,BIOEnd6,BIOEnd7,BIOEnd8,BIOEnd9,BIOEnd10,BIOEnd11,BIOEnd12,BIOEnd13,BIOEnd14,BIOEnd15,BIOEnd16,BIOEnd17,BIOEnd18,BIOEnd19,Model
Metrosideros robusta,D,1.0566,14.7841,24.1600,76.3595,419.5928,5.1298,175.2173,-38.5832,4.4424,26258.1250,1355.7056,1.3955,0.0904,0.0661,2839.4670,0.9905,-0.2290,-1.0000,13.0807,8.4645,0.4487,3.3177,23.1550,4.3341,18.8209,11.4960,15.2953,17.4060,8.9354,1870.7535,293.0934,60.2445,44.0535,663.0377,287.2393,383.7842,549.7251,RFEnsemble
Metrosideros robusta,Is,0.1041,5.9132,9.2292,29.3461,208.5574,0.3821,1.5884,1.7155,0.8450,25263.5098,1496.3750,0.6660,0.6403,0.7592,1764.6704,0.1208,0.9351,0.0000,1.4108,1.0504,0.0185,0.2690,1.1369,1.8907,1.7907,1.4427,1.5259,1.2109,1.6774,508.7538,70.7427,22.9347,7.3385,162.7722,95.3382,113.4303,128.6379,RFEnsemble
Metrosideros robusta,Ds,0.1114,8.6290,14.2884,46.2447,314.9119,0.4260,1.8938,2.1469,0.8199,22355.7598,1220.9429,0.6055,0.7729,0.6245,3477.4912,0.1375,0.9734,0.0000,2.2726,1.3123,0.0335,0.2745,2.2954,2.3707,1.9179,2.2310,2.3356,2.1151,2.4731,489.9578,66.9409,24.7190,7.5034,158.4755,91.3316,97.5102,139.2016,RFEnsemble
Metrosideros robusta,I,0.9996,8.8795,14.0675,44.1289,294.4516,5.3855,175.2360,-39.6466,4.4471,28429.6172,1558.3408,1.5773,-0.0714,-0.0927,1272.0574,0.9927,-0.3544,-1.0000,13.2738,8.7502,0.4518,3.3927,23.6186,4.2452,19.3733,11.7875,15.3479,17.6776,9.0101,1518.2402,247.3450,44.1805,47.4103,546.8292,225.3027,311.7881,441.9583,RFEnsemble
Metrosideros robusta,Gr,-0.0569,-5.9046,-10.0924,-32.2307,-125.1413,0.2557,0.0186,-1.0634,0.0047,2171.4922,202.6353,0.1818,-0.1618,-0.1588,-1567.4097,0.0022,-0.1253,-0.0000,0.1931,0.2857,0.0031,0.0750,0.4635,-0.0889,0.5524,0.2915,0.0526,0.2716,0.0747,-352.5133,-45.7484,-16.0640,3.3567,-116.2085,-61.9365,-71.9961,-107.7668,RFEnsemble
Nestegis cunninghamii,D,1.0416,8.1407,13.2912,41.7768,467.9302,5.2997,176.5968,-38.4644,4.7809,52307.6250,1504.8123,1.5709,-0.0625,0.0741,1555.7675,0.9903,-0.4544,-1.0000,12.6464,9.3879,0.4517,3.6556,23.6163,2.9054,20.7109,11.2809,14.6053,17.3913,8.0451,1629.2183,259.2668,48.6656,45.3236,577.0178,246.7557,352.1946,468.0801,RFEnsemble
Nestegis cunninghamii,Is,0.1057,9.0972,14.5412,47.1125,331.0937,0.4946,2.3154,2.6920,0.9006,24565.7422,1274.1978,0.6032,0.7136,0.6994,3302.3372,0.1264,0.9501,0.0001,2.3393,1.1734,0.0260,0.3390,1.9954,2.7170,2.0303,2.1309,2.7816,2.0987,2.6841,646.1080,90.7928,28.7998,7.9754,208.9653,119.3102,143.2007,162.8779,RFEnsemble
Nestegis cunninghamii,Ds,0.1233,6.3958,10.2488,32.3633,264.9872,0.3080,0.6757,0.3313,0.6651,23634.7734,1187.6228,0.5858,0.7131,0.6943,2366.0193,0.1390,0.8908,0.0000,1.4241,1.3847,0.0305,0.1801,1.9491,1.0290,1.8505,1.5264,1.3654,1.4665,1.3695,365.7061,50.6340,19.9780,6.1486,119.4112,68.9365,71.7035,110.3233,RFEnsemble
Nestegis cunninghamii,I,1.0152,12.4648,19.8115,62.9181,396.8547,5.1675,173.7028,-40.5931,4.4138,29022.6152,1435.6311,1.3950,-0.0094,-0.0392,2405.8179,0.9919,-0.3126,-0.9999,12.3822,8.8485,0.4516,3.4305,22.8909,3.2817,19.6093,11.1250,14.2684,16.8171,8.0435,1677.9768,265.7114,53.1585,45.0369,591.1093,261.0017,351.6531,468.2430,RFEnsemble
Nestegis cunninghamii,Gr,-0.0264,4.3241,6.5203,21.1413,-71.0755,-0.1322,-2.8940,-2.1287,-0.3671,-23285.0098,-69.1812,-0.1759,0.0531,-0.1133,850.0504,0.0016,0.1418,0.0001,-0.2642,-0.5394,-0.0002,-0.2251,-0.7254,0.3763,-1.1016,-0.1559,-0.3368,-0.5741,-0.0016,48.7585,6.4446,4.4929,-0.2867,14.0914,14.2460,-0.5415,0.1629,RFEnsemble
Myrsine salicina,D,1.0204,8.5672,13.8374,43.4751,252.7967,5.4378,175.5423,-38.9512,4.1965,20979.4141,1575.4821,1.5380,0.1080,-0.1560,1182.6532,0.9882,-0.1316,-0.9992,13.8687,8.0440,0.4432,3.2215,23.5672,5.4292,18.1381,12.2502,16.0276,18.0707,9.8531,1437.7455,235.2469,40.9333,47.5128,524.9359,208.2828,287.4929,435.8960,RFEnsemble
Myrsine salicina,Is,0.1121,9.1168,14.7762,47.9727,301.6150,0.4984,2.2302,2.1441,0.7301,24821.8809,1069.8542,0.5293,0.7113,0.6858,3761.1614,0.0841,0.8173,0.0104,1.7967,1.0433,0.0237,0.2939,1.8574,1.9157,1.7562,1.8028,2.0579,1.6864,1.9823,792.7459,111.2842,38.2990,7.1259,253.7521,154.3831,201.7838,166.6667,RFEnsemble
Myrsine salicina,Ds,0.1044,6.8324,10.8773,34.5939,216.4494,0.3014,1.1897,1.7952,0.9327,22107.0234,1459.2035,0.6396,0.6884,0.7000,1517.3347,0.1535,0.9913,0.0399,1.6012,1.0594,0.0250,0.2335,1.5370,1.7678,1.6445,1.6745,1.6373,1.4533,1.7855,455.2597,66.2110,19.6795,6.4625,154.9146,76.2664,87.9911,136.4842,RFEnsemble
Myrsine salicina,I,1.0174,13.9341,22.1722,70.3432,444.1525,4.9265,173.7145,-40.4927,4.6784,32931.2617,1359.0564,1.2875,-0.1278,0.0864,2953.3723,0.9962,-0.5762,-0.9997,12.0152,9.2009,0.4545,3.5202,22.7932,2.5219,20.2712,10.8351,13.9392,16.5690,7.5561,2188.1113,333.7632,74.3204,41.9350,750.1938,355.8606,472.4194,580.3766,RFEnsemble
Myrsine salicina,Gr,-0.0031,5.3670,8.3348,26.8680,191.3558,-0.5113,-1.8279,-1.5415,0.4820,11951.8477,-216.4257,-0.2504,-0.2358,0.2424,1770.7191,0.0080,-0.4445,-0.0004,-1.8535,1.1568,0.0113,0.2987,-0.7740,-2.9072,2.1331,-1.4151,-2.0884,-1.5017,-2.2970,750.3658,98.5164,33.3871,-5.5777,225.2579,147.5778,184.9266,144.4806,RFEnsemble
Pittosporum eugenioides,D,1.0032,10.0402,16.2980,52.2847,426.1199,5.5020,170.2847,-44.8387,4.0496,41255.9180,1624.5646,1.6798,0.1236,-0.0659,2995.8433,0.9834,0.2067,-1.0000,10.4346,9.5629,0.4582,3.6787,21.6551,0.7126,20.9426,10.7623,10.2341,15.0635,5.6368,946.3252,152.6342,32.0989,46.0147,329.5986,153.8748,234.8693,230.0115,RFEnsemble
Pittosporum eugenioides,Is,0.1128,9.4913,15.2653,49.5447,334.5952,0.4769,2.4461,2.3893,0.9243,24437.8926,1364.6256,0.6349,0.7115,0.7023,3845.9050,0.1847,0.9468,0.0004,2.2744,1.2252,0.0291,0.3137,2.1135,2.5017,1.9564,2.0866,2.7315,2.0657,2.5578,936.2802,128.7606,45.0311,8.0707,298.7002,180.8807,240.6779,193.4432,RFEnsemble
Pittosporum eugenioides,Ds,0.0978,9.7883,15.8252,51.3833,388.2971,0.4502,1.8142,1.6180,1.1057,32323.0293,1539.9242,0.6159,0.7329,0.6657,6667.7524,0.1813,0.9784,0.0000,1.7435,1.2421,0.0317,0.4777,1.8329,1.8967,2.3437,1.6347,2.4462,1.6177,2.0590,345.4288,40.3404,19.8115,11.2390,101.4625,73.4340,86.3107,81.5198,RFEnsemble
Pittosporum eugenioides,I,1.0182,12.2283,19.4100,61.6667,422.1539,5.1248,174.3260,-39.8619,4.4431,32067.6953,1414.1477,1.4833,-0.0217,0.0068,2634.2981,0.9832,-0.3224,-1.0004,12.4877,8.9029,0.4500,3.4705,23.0553,3.2735,19.7820,11.2023,14.3693,16.9860,8.1109,1984.4106,310.5725,64.4511,44.7415,695.5261,312.4594,425.8224,541.7051,RFEnsemble
Pittosporum eugenioides,Gr,0.0150,2.1881,3.1119,9.3820,-3.9660,-0.3772,4.0413,4.9769,0.3936,-9188.2227,-210.4169,-0.1965,-0.1453,0.0727,-361.5452,-0.0003,-0.5292,-0.0004,2.0531,-0.6600,-0.0082,-0.2081,1.4002,2.5609,-1.1607,0.4400,4.1352,1.9225,2.4741,1038.0854,157.9382,32.3522,-1.2732,365.9275,158.5846,190.9531,311.6936,RFEnsemble
Fuscospora solandri,D,0.9758,7.1580,11.6387,36.5535,213.5713,5.3544,173.7710,-40.4823,4.1719,23498.5488,1440.0620,1.6023,0.0139,-0.0255,1355.3943,0.9918,0.0879,-1.0000,13.2367,9.4500,0.4683,3.4319,23.8723,3.6791,20.1940,12.1330,14.8195,17.6518,8.8719,1584.4878,258.3288,46.1907,48.1940,568.3185,239.0565,340.9503,439.7782,RFEnsemble
Fuscospora solandri,Is,0.1031,9.0796,15.4355,51.3200,343.3829,0.4576,3.1130,2.5836,0.6209,26123.9355,1182.4568,0.5320,0.7386,0.6730,4218.6353,0.3814,0.6430,0.0001,2.0659,1.3846,0.0324,0.3760,2.0393,2.3445,2.3031,2.0330,2.7752,1.9043,2.3516,761.9643,105.7777,35.2982,8.8487,248.4679,139.8783,160.3533,200.5724,RFEnsemble
Fuscospora solandri,Ds,0.0944,6.6785,10.5998,33.4157,167.2900,0.4354,2.5818,2.9965,1.0962,19137.4980,1365.9340,0.6557,0.7093,0.7042,3136.2544,0.1277,0.9960,0.0000,1.6581,1.1852,0.0191,0.3203,1.5849,2.2058,2.0591,1.3857,2.4820,1.5742,1.9308,769.1062,111.0509,31.5032,8.2930,254.0581,139.1140,187.5648,181.2067,RFEnsemble
Fuscospora solandri,I,1.0986,20.4265,31.9103,102.9055,932.5142,5.0415,172.3327,-42.4660,4.6448,57517.6953,1575.3173,1.3526,0.0243,-0.0310,5310.7715,0.9243,-0.7658,-0.9999,9.0659,8.2711,0.4123,3.7741,20.1504,0.1190,20.0315,8.4721,10.2299,13.9203,4.2588,1692.2482,254.9740,63.8064,40.2239,573.0359,285.2302,374.4287,440.6349,RFEnsemble
Fuscospora solandri,Gr,0.1228,13.2685,20.2715,66.3520,718.9429,-0.3130,-1.4384,-1.9838,0.4730,34019.1484,135.2552,-0.2498,0.0104,-0.0055,3955.3772,-0.0675,-0.8537,0.0001,-4.1708,-1.1789,-0.0559,0.3423,-3.7218,-3.5600,-0.1626,-3.6609,-4.5896,-3.7315,-4.6131,107.7604,-3.3548,17.6157,-7.9701,4.7174,46.1737,33.4784,0.8568,RFEnsemble
Leptospermum scoparium,D,0.9982,7.4489,12.0985,37.9834,170.0234,5.3454,174.5610,-37.9883,3.8045,12172.9033,1886.8885,1.5700,-0.0626,0.0466,2333.4055,0.9703,0.4202,-1.0000,14.6905,8.4078,0.4599,3.1458,24.3080,6.0351,18.2732,13.1791,16.7384,18.7868,10.7593,1643.2281,268.9117,46.7705,47.8364,602.5767,239.8153,336.8473,497.6384,RFEnsemble
Leptospermum scoparium,Is,0.1045,10.8005,17.4497,56.8384,327.8650,0.5417,2.7375,2.3459,0.9964,26220.4180,1333.5674,0.6316,0.7120,0.6944,6455.1714,0.2331,0.9605,0.0001,1.6906,1.5093,0.0347,0.3592,1.9313,1.9011,2.3377,1.6616,2.6186,1.6153,1.9113,1119.9552,155.9972,48.9329,10.0190,365.3668,206.7493,281.5279,248.5639,RFEnsemble
Leptospermum scoparium,Ds,0.1058,5.7488,9.1436,28.8331,219.7354,0.3476,2.3970,2.8596,1.1768,16263.5293,2327.5527,0.7075,0.7134,0.6964,7156.0977,0.2419,0.9075,0.0000,2.0592,1.1315,0.0267,0.2741,2.1522,2.1503,1.7873,1.7813,2.4906,2.0107,2.2221,421.1909,60.3517,22.2172,8.1688,136.5776,83.4558,100.0514,112.4433,RFEnsemble
Leptospermum scoparium,I,1.0087,12.8690,20.4108,65.4660,503.4143,5.2403,172.0963,-42.7870,4.3722,41393.5938,1454.7238,1.4942,0.0696,-0.0781,3624.4006,0.9725,-0.2779,-1.0001,10.9142,9.5010,0.4505,3.7109,22.2167,1.1635,21.0532,10.4612,11.7515,15.6468,6.1398,1583.4305,251.0208,52.5862,46.6325,551.3045,255.0207,363.2393,399.8993,RFEnsemble
Leptospermum scoparium,Gr,0.0105,5.4201,8.3123,27.4826,333.3909,-0.1051,-2.4647,-4.7986,0.5676,29220.6914,-432.1648,-0.0758,0.1322,-0.1247,1290.9951,0.0022,-0.6981,-0.0001,-3.7763,1.0932,-0.0095,0.5651,-2.0913,-4.8716,2.7800,-2.7179,-4.9869,-3.1400,-4.6195,-59.7976,-17.8910,5.8158,-1.2039,-51.2722,15.2053,26.3920,-97.7391,RFEnsemble
Kunzea ericoides,D,0.9691,6.5176,10.9558,34.6373,184.7879,5.5637,174.4227,-40.1025,4.0736,18696.8770,2733.6301,1.8241,0.1963,-0.1272,1098.9702,0.9154,0.3181,-0.9922,13.7541,9.6557,0.4695,3.5133,24.4535,3.9411,20.5122,12.6907,15.1711,18.2507,9.2679,1152.4048,211.5414,26.4136,56.4623,443.2757,153.6976,243.6839,341.0006,RFEnsemble
Kunzea ericoides,Is,0.1111,9.4041,14.9105,48.4565,376.7679,0.4954,2.9249,3.0370,0.9077,28134.4551,1200.3041,0.6119,0.7064,0.7076,3636.6694,0.1910,0.9622,0.0218,2.2888,1.2282,0.0315,0.3844,2.0492,2.5720,2.0746,2.0459,3.1618,2.0675,2.6516,764.3669,110.3383,32.2400,7.6305,253.8726,136.2130,170.7260,197.5009,RFEnsemble
Kunzea ericoides,Ds,0.0819,7.7930,12.9370,41.3746,169.6853,0.2986,2.3608,3.0559,1.1389,16980.3359,3484.9336,0.7062,0.7277,0.6447,1830.3478,0.4027,0.9480,0.1254,1.7869,1.6814,0.0202,0.4211,0.9161,3.0843,2.9276,1.5139,2.4696,1.3937,2.3734,391.8018,65.0888,13.0084,6.8850,146.2493,59.3327,80.5978,128.8801,RFEnsemble
Kunzea ericoides,I,1.0291,12.4251,19.5312,62.2678,498.9593,5.1854,172.6747,-41.8567,4.4250,39304.8359,1409.3834,1.4640,-0.0161,-0.0009,2767.4937,0.9817,-0.2727,-0.9998,11.2716,8.9278,0.4469,3.5417,22.0570,2.0566,20.0006,10.5082,12.5545,15.8210,6.7570,1641.8959,253.5701,55.2312,42.8640,568.0402,264.0103,359.5469,438.7713,RFEnsemble
Kunzea ericoides,Gr,0.0600,5.9075,8.5754,27.6305,314.1714,-0.3783,-1.7481,-1.7542,0.3514,20607.9590,-1324.2467,-0.3602,-0.2124,0.1263,1668.5234,0.0663,-0.5908,-0.0077,-2.4826,-0.7279,-0.0227,0.0284,-2.3965,-1.8844,-0.5117,-2.1825,-2.6166,-2.4297,-2.5109,489.4911,42.0287,28.8175,-13.5983,124.7645,110.3128,115.8630,97.7706,RFEnsemble
Coprosma robusta,D,0.9799,7.4957,12.4455,38.8882,150.4802,5.4364,175.3730,-37.6644,3.9834,17548.7461,1693.7888,1.6277,-0.0032,0.0361,936.6119,0.9714,0.3454,-0.9971,14.8991,8.9924,0.4658,3.2834,25.0199,5.7401,19.2798,13.2921,17.0615,19.1703,10.7870,1544.8599,257.6091,40.8846,49.3403,571.9447,218.6190,312.7031,471.5764,RFEnsemble
Coprosma robusta,Is,0.1069,10.0887,15.9711,52.0139,368.5743,0.5536,2.7159,2.3947,0.9529,26749.8301,1292.6343,0.6303,0.7105,0.6990,4157.0732,0.1726,0.9556,0.0173,1.5903,1.3383,0.0329,0.3672,1.7349,1.7674,2.1354,1.8236,2.2353,1.4735,1.8252,810.2530,114.0100,34.7133,9.6758,264.7622,146.4028,178.1614,205.9196,RFEnsemble
Coprosma robusta,Ds,0.1009,6.4045,10.6196,33.3585,128.7602,0.2766,1.3569,1.5158,1.1851,17308.9590,2195.1157,0.6809,0.7182,0.6949,1384.7061,0.2373,0.9385,0.0757,1.0949,1.2798,0.0218,0.2996,0.9916,1.8512,2.1347,1.1614,1.1711,0.8876,1.4144,343.5271,52.6486,15.0892,6.7553,117.8739,59.0807,71.1400,103.6125,RFEnsemble
Coprosma robusta,I,1.0268,12.6579,19.8202,63.5483,549.5669,5.1922,171.8053,-43.1267,4.3979,42350.5820,1497.4293,1.4863,0.0080,-0.0810,3148.2593,0.9849,-0.2947,-0.9997,10.4828,9.2487,0.4489,3.6526,21.5888,0.9764,20.6124,10.0507,11.3395,15.1412,5.7861,1490.3302,233.7494,50.4141,44.7195,515.0089,242.0300,336.7938,382.9806,RFEnsemble
Coprosma robusta,Gr,0.0468,5.1622,7.3747,24.6601,399.0867,-0.2441,-3.5676,-5.4623,0.4145,24801.8359,-196.3595,-0.1414,0.0113,-0.1172,2211.6475,0.0135,-0.6400,-0.0026,-4.4163,0.2562,-0.0169,0.3691,-3.4311,-4.7637,1.3326,-3.2414,-5.7220,-4.0291,-5.0009,-54.5297,-23.8597,9.5294,-4.6208,-56.9359,23.4110,24.0907,-88.5959,RFEnsemble
Leucopogon fasciculatus,D,0.9730,7.7871,12.7883,40.4969,136.8385,5.4377,174.5800,-39.4490,4.3563,10936.5391,4674.1738,1.3891,-0.1136,0.1422,2003.8376,0.8590,-0.0916,-1.0000,14.3385,7.9797,0.4455,3.1426,23.7359,5.8534,17.8824,12.9156,16.3883,18.4248,10.3982,1420.6288,232.2923,39.4414,48.4353,515.4064,207.0096,287.3425,419.5686,RFEnsemble
Leucopogon fasciculatus,Is,0.1131,9.4511,15.1396,49.2226,341.9978,0.4939,2.8450,2.8793,0.8709,25305.3789,1016.0556,0.6474,0.7312,0.6800,3557.4597,0.1446,0.9412,0.0001,2.2723,1.3072,0.0302,0.3448,2.1086,2.5459,2.1137,2.0913,2.8419,2.0768,2.5819,757.3705,107.2993,33.8661,8.7071,247.4853,140.1637,177.6835,183.7276,RFEnsemble
Leucopogon fasciculatus,Ds,0.0847,7.4247,11.9965,38.4357,175.9413,0.3475,1.6317,2.3764,0.9693,20652.6309,4562.9165,0.5635,0.6608,0.7282,4700.6353,0.5120,0.9958,0.0000,1.5428,1.2318,0.0250,0.2758,1.5427,1.9393,1.9978,1.3783,1.8655,1.4556,1.7303,436.9257,58.0933,21.3439,7.5274,136.7858,83.5314,99.6822,113.3569,RFEnsemble
Leucopogon fasciculatus,I,1.0307,13.0820,20.6646,65.7861,489.2472,5.1448,173.5683,-40.9094,4.4940,37030.7305,1318.7631,1.4953,0.0296,-0.0443,2707.5823,0.9895,-0.3379,-1.0001,11.7506,9.0686,0.4496,3.5543,22.5721,2.4066,20.1657,10.7162,13.3443,16.3299,7.2359,1737.2811,275.0813,55.9578,45.1680,610.0391,273.2553,375.5168,472.3332,RFEnsemble
Leucopogon fasciculatus,Gr,0.0577,5.2949,7.8763,25.2892,352.4087,-0.2929,-1.0117,-1.4604,0.1377,26094.1914,-3355.4106,0.1062,0.1431,-0.1865,703.7446,0.1305,-0.2463,-0.0000,-2.5879,1.0890,0.0041,0.4117,-1.1637,-3.4468,2.2833,-2.1994,-3.0440,-2.0949,-3.1623,316.6523,42.7890,16.5164,-3.2673,94.6327,66.2457,88.1743,52.7646,RFEnsemble
Cyathea smithii,D,0.9767,9.2183,15.2243,47.9384,165.6177,5.2772,174.7455,-38.2166,4.1587,11188.0283,1229.3412,1.4976,0.0365,0.1136,1238.6151,0.9896,0.2804,-0.9999,14.5102,8.8489,0.4660,3.2389,24.4439,5.4223,19.0215,12.9883,16.6150,18.7192,10.4406,2138.4375,341.6872,64.6717,45.9121,767.4638,323.6490,445.4605,620.9326,RFEnsemble
Cyathea smithii,Is,0.1116,9.8515,15.9731,51.9793,317.9264,0.5268,3.1556,2.7703,0.9454,25808.8906,1265.2023,0.6124,0.7108,0.7025,8582.1572,0.1685,0.8455,0.0660,2.0128,1.4417,0.0335,0.3270,2.1920,2.1983,2.2543,1.8433,2.7037,1.9379,2.2047,1148.4316,158.9936,52.3492,8.2727,372.4069,216.0731,300.5714,240.3743,RFEnsemble
Cyathea smithii,Ds,0.0990,7.1832,12.3083,39.3137,108.1715,0.3299,2.0921,2.2040,1.0404,7561.5767,1148.5361,0.6325,0.7244,0.6790,1884.0737,0.1438,0.9599,0.0065,1.1329,0.7000,0.0166,0.1981,1.1197,1.5308,1.1824,0.9840,1.6531,1.0659,1.3016,591.3356,80.3750,31.0969,7.3492,180.0419,123.2651,159.8279,114.1663,RFEnsemble
Cyathea smithii,I,1.0340,13.5321,21.3356,68.0353,483.4038,5.0924,173.5169,-41.2190,4.3896,34692.2695,1486.2256,1.4365,-0.0141,-0.0316,4711.1714,0.9858,-0.5340,-0.9979,11.5779,8.6071,0.4421,3.4586,22.0496,2.6288,19.4207,10.5656,13.1022,16.0479,7.2052,1928.0135,295.4445,66.5753,43.2788,664.9850,313.5118,428.9631,506.7018,RFEnsemble
Cyathea smithii,Gr,0.0573,4.3139,6.1113,20.0968,317.7861,-0.1847,-1.2286,-3.0024,0.2309,23504.2422,256.8844,-0.0611,-0.0506,-0.1452,3472.5562,-0.0037,-0.8145,0.0020,-2.9323,-0.2418,-0.0239,0.2198,-2.3943,-2.7935,0.3992,-2.4227,-3.5128,-2.6714,-3.2354,-210.4240,-46.2427,1.9036,-2.6333,-102.4788,-10.1371,-16.4974,-114.2308,RFEnsemble
Myrsine divaricata,D,1.0444,14.7595,22.9252,73.9534,720.7554,4.6706,171.9484,-42.4843,4.4978,47411.9492,1571.1139,1.2305,0.0103,0.0627,6818.0645,0.9783,-0.8644,-0.9991,9.6898,8.8623,0.4378,3.6178,20.6734,0.4164,20.2571,8.8048,11.3923,14.3534,5.0884,2186.1565,323.1571,80.5286,38.8882,732.7083,369.4457,482.2693,552.2322,RFEnsemble
Myrsine divaricata,Is,0.1070,9.9103,16.2488,52.9599,329.4269,0.4731,3.2483,2.9193,0.8647,25124.7539,1489.1051,0.6297,0.7071,0.7053,6989.2607,0.1960,0.9404,0.0521,2.0931,1.3665,0.0360,0.3233,2.1084,2.2300,2.0302,1.7474,3.2004,1.9670,2.3527,1204.9841,166.4202,54.9653,8.7257,390.0637,226.7582,306.9391,263.3216,RFEnsemble
Myrsine divaricata,Ds,0.1203,10.5374,17.3779,56.9193,409.1521,0.4548,2.6899,2.4620,0.9705,30342.8164,1195.7830,0.5175,0.7574,0.6499,7653.9194,0.2072,0.5028,0.0420,1.7218,1.4601,0.0367,0.4279,2.2718,1.6089,2.4981,1.7672,2.2062,1.7130,1.8597,931.2081,133.0058,43.0701,6.4447,309.3014,172.3150,243.8214,198.7181,RFEnsemble
Myrsine divaricata,I,1.0196,13.1005,20.9042,66.5909,446.7040,5.2298,172.7684,-41.9487,4.4033,34795.7109,1412.9579,1.5389,-0.0098,-0.0493,3542.7124,0.9805,-0.3402,-0.9985,11.5154,8.9340,0.4482,3.5190,22.2209,2.3133,19.9075,10.8856,12.4995,16.0322,7.0288,1843.6627,286.0507,62.9728,44.3599,638.8912,299.0819,419.2564,475.4407,RFEnsemble
Myrsine divaricata,Gr,-0.0248,-1.6590,-2.0210,-7.3625,-274.0514,0.5592,0.8199,0.5356,-0.0945,-12616.2383,-158.1560,0.3084,-0.0201,-0.1120,-3275.3521,0.0022,0.5242,0.0006,1.8256,0.0717,0.0103,-0.0988,1.5476,1.8969,-0.3497,2.0808,1.1072,1.6788,1.9404,-342.4938,-37.1065,-17.5558,5.4717,-93.8171,-70.3638,-63.0129,-76.7915,RFEnsemble
Dracophyllum longifolium,D,1.0181,7.3602,11.4310,36.6878,427.7310,5.2842,170.1848,-44.5690,4.1902,43131.3242,1444.4087,1.5895,-0.0369,-0.0544,3063.8318,0.9861,0.0835,-0.9995,10.4499,9.6127,0.4621,3.6234,21.6363,0.7755,20.8607,10.8359,10.2899,15.0207,5.7343,1300.0853,202.9650,44.4964,44.1587,446.8681,214.4852,317.3266,313.3054,RFEnsemble
Dracophyllum longifolium,Is,0.1161,10.1411,17.6252,58.4057,403.8232,0.5182,3.1973,2.4675,0.7915,24138.0938,1138.8313,0.5718,0.7262,0.6862,9299.3477,0.3624,0.6559,0.0611,2.4285,1.4834,0.0410,0.3270,2.5146,2.4079,2.1797,2.0832,3.3732,2.2712,2.6600,1574.4850,212.6653,76.6957,8.4541,504.5026,304.1598,423.7789,310.8874,RFEnsemble
Dracophyllum longifolium,Ds,0.0991,5.9134,9.0523,29.4410,296.7763,0.4940,1.9679,2.0672,1.0126,28466.7305,1055.3169,0.6048,0.6973,0.7138,6547.5542,0.1668,0.9965,0.0346,1.5213,1.3152,0.0272,0.4803,1.8068,1.8815,2.5215,1.5515,2.3884,1.4556,1.8529,814.6750,116.2709,33.6941,10.0176,267.6312,147.0145,192.4421,195.6743,RFEnsemble
Dracophyllum longifolium,I,1.0468,21.4199,34.2194,109.7234,683.4457,4.9329,172.6104,-41.8474,4.4984,34787.5352,1450.0474,1.3881,0.0149,-0.0399,7007.2925,0.9322,-0.7548,-0.9983,10.4584,8.2822,0.4239,3.5738,21.0716,1.5962,19.4754,9.6265,11.7408,15.0744,5.9308,2535.5051,377.9173,95.5881,41.2330,858.4299,430.9206,581.7277,627.4573,RFEnsemble
Dracophyllum longifolium,Gr,0.0286,14.0596,22.7884,73.0357,255.7147,-0.3513,2.4256,2.7216,0.3082,-8343.7891,5.6387,-0.2013,0.0518,0.0145,3943.4607,-0.0539,-0.8383,0.0012,0.0085,-1.3306,-0.0382,-0.0496,-0.5646,0.8207,-1.3853,-1.2094,1.4508,0.0537,0.1966,1235.4198,174.9523,51.0916,-2.9257,411.5618,216.4354,264.4011,314.1519,RFEnsemble
Didymocheton spectabilis,D,1.0447,10.2996,16.2561,51.5110,293.5967,5.2804,175.4470,-37.7215,4.4344,12725.2158,1480.2057,1.5470,0.0562,-0.0228,1781.0121,0.9575,0.1681,-0.9993,14.1290,7.9875,0.4472,3.1629,23.6156,5.7516,17.8641,12.3760,16.4645,18.2614,10.1948,2166.2412,343.7255,67.7673,45.0492,779.9000,322.9698,431.5658,656.3135,RFEnsemble
Didymocheton spectabilis,Is,0.1001,6.7165,11.0175,34.7999,188.7414,0.2604,1.1062,1.6204,1.0923,23062.3320,1705.2689,0.6469,0.7140,0.6985,1484.3961,0.1433,1.0000,0.0571,1.3421,1.1392,0.0227,0.2467,1.3497,1.6259,1.7797,1.3939,1.4767,1.2106,1.5302,268.6178,40.7373,12.0956,6.5806,90.7096,47.7638,58.4643,79.7110,RFEnsemble
Didymocheton spectabilis,Ds,0.1061,6.9210,11.2245,35.9416,156.4919,0.3379,1.8135,1.6507,0.8830,8474.4170,1421.2352,0.5934,0.7090,0.7026,2097.1755,0.2886,0.9858,0.0366,1.2960,0.9623,0.0188,0.2614,0.9536,1.8670,1.6806,1.4151,1.2269,1.1104,1.5708,435.6013,59.9123,21.4271,6.4301,139.4263,81.4308,88.1884,126.7612,RFEnsemble
