Species,Type,DistanceToNearestRiver,Aspect Eastness,Aspect Northness,Elevation,Latitude,BIOEnd12,Slope,pH,BIOEnd1,WindExposition,BIOEnd3,RedDeer,BIOEnd7,BIOEnd15,Model
Elaeocarpus dentatus,I,1356.6959,-0.1070,0.0411,359.5443,-39.5253,1879.4894,11.2812,5.1885,12.9090,1.0191,0.4521,-0.3683,19.4969,44.8732,RFEnsemble
Elaeocarpus dentatus,Gr,-355.4000,-0.8163,0.2111,-0.3916,-1.0643,464.8579,2.9975,-0.1790,-0.6142,-0.0309,-0.0031,-0.5908,-0.0642,-1.4344,RFEnsemble
Elaeocarpus hookerianus,D,1695.5496,-0.2791,-0.0600,760.7297,-43.8270,3754.0078,24.4415,4.4933,9.0332,1.0810,0.3851,-0.9044,17.2699,33.2516,RFEnsemble
Elaeocarpus hookerianus,Is,1150.9882,0.7165,0.6963,316.0604,2.8387,843.9824,9.0117,0.4436,2.1218,0.1052,0.0265,0.9645,2.1063,8.4367,RFEnsemble
Elaeocarpus hookerianus,Ds,1175.6283,0.6886,0.6666,387.4348,2.0032,1211.1626,9.9289,0.4162,1.5165,0.1180,0.0427,0.4268,2.3518,6.6286,RFEnsemble
Elaeocarpus hookerianus,I,1393.5902,0.0388,-0.0157,419.4332,-41.0612,1626.0427,11.4730,5.2490,12.0323,1.0132,0.4545,-0.2642,20.3358,46.0688,RFEnsemble
Elaeocarpus hookerianus,Gr,-301.9594,0.3179,0.0443,-341.2965,2.7658,-2127.9651,-12.9685,0.7557,2.9991,-0.0678,0.0694,0.6401,3.0659,12.8172,RFEnsemble
Pseudopanax crassifolius,D,2282.2280,0.1876,-0.0028,120.5324,-46.7061,1855.1190,7.0929,4.6282,10.5916,0.9746,0.4556,-0.0890,15.7471,35.5718,RFEnsemble
Pseudopanax crassifolius,Is,1481.9302,0.7164,0.6974,344.5609,3.0650,1072.6663,9.9515,0.4929,2.3818,0.1074,0.0318,0.9813,2.1576,9.0161,RFEnsemble
Pseudopanax crassifolius,Ds,1624.3918,0.6459,0.7400,120.7618,0.9455,698.3209,6.8817,0.3482,0.7914,0.1039,0.0319,0.9960,1.0462,4.5629,RFEnsemble
Pseudopanax crassifolius,I,1478.7235,0.0038,-0.0190,421.4726,-41.1910,1736.0966,11.7921,5.2373,11.9711,1.0105,0.4520,-0.1913,20.1106,45.7273,RFEnsemble
Pseudopanax crassifolius,Gr,-803.5045,-0.1837,-0.0162,300.9402,5.5150,-119.0225,4.6991,0.6092,1.3795,0.0360,-0.0036,-0.1023,4.3635,10.1555,RFEnsemble
Schefflera digitata,D,1086.2050,0.0196,-0.0408,379.6722,-44.4263,3217.3655,17.2096,5.0289,10.5032,0.9577,0.4294,-0.3376,18.9349,42.7933,RFEnsemble
Schefflera digitata,Is,1496.5146,0.7179,0.6959,309.3410,2.8435,841.0002,8.8577,0.4898,2.2811,0.1041,0.0257,0.9850,2.0358,8.2002,RFEnsemble
Schefflera digitata,Ds,1180.2065,0.6831,0.7289,342.0622,1.8493,2078.0535,14.9058,0.5599,1.6612,0.1063,0.0665,0.9413,3.2956,11.2575,RFEnsemble
Schefflera digitata,I,1606.7883,-0.0086,-0.0130,380.9960,-40.2330,1708.9856,10.9939,5.2200,12.5882,1.0183,0.4526,-0.1735,19.6983,45.6408,RFEnsemble
Schefflera digitata,Gr,520.5834,-0.0283,0.0278,1.3238,4.1933,-1508.3799,-6.2157,0.1911,2.0850,0.0606,0.0232,0.1641,0.7633,2.8475,RFEnsemble
Piper excelsum,D,1820.2644,-0.0201,-0.0030,111.9123,-37.8263,1438.4060,3.8126,5.4923,14.9895,0.9689,0.4655,0.7238,19.0913,49.6780,RFEnsemble
Piper excelsum,Is,1151.7904,0.6898,0.7233,219.4527,2.1603,543.2422,7.0770,0.4388,1.3398,0.1092,0.0234,0.6850,1.8839,7.6646,RFEnsemble
Piper excelsum,Ds,2181.9675,0.7213,0.6923,123.9947,1.8189,371.2769,3.8561,0.2866,1.1492,0.0876,0.0223,0.6900,2.1308,6.5700,RFEnsemble
Piper excelsum,I,1386.6552,-0.0136,-0.0281,423.2960,-40.5397,1639.6033,15.3907,5.2085,12.2313,1.0273,0.4535,-0.7283,19.9636,45.0984,RFEnsemble
Piper excelsum,Gr,-433.6093,0.0065,-0.0250,311.3837,-2.7134,201.1973,11.5781,-0.2837,-2.7582,0.0584,-0.0119,-1.4521,0.8723,-4.5796,RFEnsemble
Knightia excelsa,D,171.8299,-0.2842,-0.0574,76.7914,-40.2068,2084.6377,10.6354,5.1990,13.9990,0.8236,0.4527,-0.2986,18.3738,42.7378,RFEnsemble
Knightia excelsa,Is,1321.8149,0.7114,0.7024,233.1008,1.7608,454.6518,7.5981,0.3556,1.6497,0.1059,0.0242,0.9882,1.9088,7.0851,RFEnsemble
Knightia excelsa,Ds,561.4850,0.5962,0.7486,73.5118,1.9842,649.2400,7.1025,0.3717,0.7568,0.0610,0.0271,0.9544,1.7489,8.7531,RFEnsemble
Knightia excelsa,I,1439.8885,-0.0224,0.0066,305.4794,-38.8608,1609.5752,9.8314,5.3343,13.5246,1.0128,0.4557,-0.1582,19.4264,46.7156,RFEnsemble
Knightia excelsa,Gr,1268.0586,0.2619,0.0641,228.6880,1.3460,-475.0625,-0.8040,0.1353,-0.4743,0.1892,0.0031,0.1404,1.0526,3.9778,RFEnsemble
Raukaua simplex,D,1444.5243,-0.0224,-0.0498,118.4387,-45.8784,1674.1373,5.1701,5.2920,11.0465,0.9494,0.4761,0.2902,18.8166,40.6150,RFEnsemble
Raukaua simplex,Is,1011.9174,0.7188,0.6928,351.9118,2.5587,1211.1813,10.3126,0.4888,2.1479,0.1074,0.0375,0.7787,2.0777,8.0192,RFEnsemble
Raukaua simplex,Ds,1214.8617,0.6986,0.7134,127.7230,1.1097,1269.0927,6.8245,0.6072,0.5858,0.0756,0.0248,0.9570,1.9710,5.1844,RFEnsemble
Raukaua simplex,I,1384.5054,0.0249,-0.0520,648.1377,-41.8667,2045.8029,16.6444,5.0307,10.5500,1.0506,0.4344,-0.6272,20.0858,41.7646,RFEnsemble
Raukaua simplex,Gr,-60.0189,0.0473,-0.0022,529.6990,4.0117,371.6655,11.4742,-0.2613,-0.4964,0.1012,-0.0418,-0.9175,1.2692,1.1496,RFEnsemble
Pseudopanax linearis,D,1250.0992,-0.0845,0.0498,310.6658,-42.3350,2389.6428,13.1476,4.8615,11.7118,0.9696,0.4549,-0.7215,19.6224,40.5713,RFEnsemble
Pseudopanax linearis,Is,917.2726,0.7187,0.6950,270.9090,2.0891,1579.2955,9.1545,0.4197,1.2988,0.0954,0.0370,0.3648,2.2046,7.1318,RFEnsemble
Pseudopanax linearis,Ds,1114.5138,0.7368,0.6689,185.7895,2.7346,1208.6616,9.0011,0.4340,1.0361,0.0955,0.0272,0.6925,2.1771,6.2310,RFEnsemble
Pseudopanax linearis,I,1560.1797,0.0163,-0.0152,972.6649,-43.1488,2852.0056,24.7248,4.6741,8.5244,1.1065,0.4028,-0.9309,19.3525,37.3122,RFEnsemble
Pseudopanax linearis,Gr,310.0804,0.1008,-0.0650,661.9990,-0.8139,462.3628,11.5772,-0.1874,-3.1875,0.1369,-0.0522,-0.2094,-0.2698,-3.2591,RFEnsemble
Fuscospora truncata,D,1243.0699,0.2136,0.1544,325.9696,-40.0695,1430.4110,10.1180,5.3651,12.9687,0.9758,0.4607,-0.1692,20.3602,49.2029,RFEnsemble
Fuscospora truncata,Is,1103.5953,0.6940,0.6118,291.1644,1.8833,852.4224,9.6249,0.5183,1.6759,0.1013,0.0235,0.7612,1.4529,7.2318,RFEnsemble
Fuscospora truncata,Ds,1287.6306,0.6462,0.7162,269.8769,2.7740,409.5596,7.5155,0.3588,2.1580,0.0919,0.0239,0.9856,2.3080,7.3609,RFEnsemble
Fuscospora truncata,I,1576.9305,-0.3460,-0.1562,496.6563,-40.3945,2299.2090,15.5745,4.8926,11.8761,1.0682,0.4448,-0.6485,19.4782,39.9217,RFEnsemble
Fuscospora truncata,Gr,333.8606,-0.5596,-0.3106,170.6867,-0.3250,868.7980,5.4565,-0.4725,-1.0927,0.0924,-0.0159,-0.4793,-0.8820,-9.2812,RFEnsemble
Coprosma autumnalis,D,1356.0858,-0.2424,0.1507,221.0155,-38.0212,1587.7672,6.2088,5.4658,14.2467,0.9808,0.4675,0.1691,20.0491,48.3349,RFEnsemble
Coprosma autumnalis,Is,1420.5317,0.7037,0.7031,311.1800,2.2729,713.8223,8.3457,0.4938,1.9101,0.1108,0.0263,0.8359,2.1059,7.7490,RFEnsemble
Coprosma autumnalis,Ds,1606.7936,0.7048,0.6495,227.9406,1.2056,524.2452,7.0973,0.2457,1.5503,0.0983,0.0229,0.9856,1.9443,7.0001,RFEnsemble
Coprosma autumnalis,I,1615.8915,0.0763,-0.0682,463.3939,-40.8226,1786.9445,14.6157,5.0484,11.9302,1.0359,0.4450,-0.5488,19.5438,44.0494,RFEnsemble
Coprosma autumnalis,Gr,259.8057,0.3186,-0.2188,242.3784,-2.8014,199.1772,8.4070,-0.4174,-2.3165,0.0551,-0.0225,-0.7179,-0.5053,-4.2855,RFEnsemble
Coprosma tenuifolia,D,858.9091,-0.2585,0.0080,396.6274,-39.6721,1687.4707,10.0731,5.3890,12.6092,1.0005,0.4584,-0.3231,20.3783,45.5403,RFEnsemble
Coprosma tenuifolia,Is,1054.7788,0.6219,0.7792,329.0407,2.3491,666.2438,8.7483,0.4995,1.9687,0.1042,0.0275,0.5918,1.9404,7.0578,RFEnsemble
Coprosma tenuifolia,Ds,723.6193,0.8122,0.5229,278.9313,1.7828,567.4752,8.1947,0.2244,1.7049,0.1049,0.0219,0.9463,1.7138,6.5154,RFEnsemble
Coprosma tenuifolia,I,1701.6370,0.0559,0.0537,640.7595,-41.3057,1918.8179,17.0147,4.8110,10.8152,1.0743,0.4343,-0.8063,19.7183,40.9856,RFEnsemble
Coprosma tenuifolia,Gr,842.7279,0.3144,0.0457,244.1321,-1.6336,231.3472,6.9416,-0.5780,-1.7940,0.0738,-0.0242,-0.4831,-0.6599,-4.5547,RFEnsemble
Podocarpus laetus,D,1214.1619,0.7450,0.0435,539.0590,-44.6298,2271.5505,15.1328,5.0175,9.9609,0.9630,0.4516,-0.2526,21.3661,44.5416,RFEnsemble
Podocarpus laetus,Is,1244.6213,0.6954,0.7167,368.9513,2.9738,971.5291,9.7602,0.4725,2.4949,0.1122,0.0342,0.9620,2.1786,8.5420,RFEnsemble
Podocarpus laetus,Ds,1030.0105,0.5538,0.3692,315.1104,1.1604,1963.9972,12.6721,0.6463,1.0945,0.0707,0.0326,0.9676,1.6939,12.2165,RFEnsemble
Podocarpus laetus,I,1445.1642,-0.0466,-0.0244,442.0912,-40.7783,1802.1318,12.4585,5.2011,12.0417,1.0225,0.4479,-0.2712,19.7526,44.8435,RFEnsemble
Podocarpus laetus,Gr,231.0023,-0.7917,-0.0679,-96.9678,3.8515,-469.4187,-2.6743,0.1836,2.0808,0.0595,-0.0037,-0.0185,-1.6135,0.3019,RFEnsemble
Laurelia novae-zelandiae,D,1024.0481,-0.1263,0.4973,536.3392,-35.5041,1986.7805,9.8075,4.5265,14.2199,1.2295,0.3920,1.0000,14.2194,39.4573,RFEnsemble
Laurelia novae-zelandiae,Is,1463.9930,0.7152,0.6989,224.0969,1.8874,471.3022,7.4040,0.3556,1.6026,0.1057,0.0236,0.9933,1.9431,7.3237,RFEnsemble
Laurelia novae-zelandiae,Ds,630.6458,0.5380,0.6688,107.6604,0.3636,229.9511,4.9261,0.2718,0.7358,0.0443,0.0221,0.0000,0.9285,3.8584,RFEnsemble
Laurelia novae-zelandiae,I,1471.1016,-0.0071,-0.0019,287.8107,-39.0086,1593.7062,9.3097,5.3505,13.5471,1.0054,0.4574,-0.1174,19.5298,47.1350,RFEnsemble
Laurelia novae-zelandiae,Gr,447.0535,0.1193,-0.4992,-248.5286,-3.5046,-393.0743,-0.4979,0.8239,-0.6728,-0.2241,0.0654,-1.1174,5.3104,7.6777,RFEnsemble
Geniostoma ligustrifolium,D,1440.1597,-0.0055,-0.0129,586.6230,-39.2858,1836.5054,13.5667,5.0719,11.7988,1.0765,0.4427,-0.8170,19.9065,42.1033,RFEnsemble
Geniostoma ligustrifolium,Is,2012.2397,0.7053,0.7081,118.7303,1.9856,397.1281,6.2773,0.2210,1.2654,0.1000,0.0219,0.9630,1.9535,6.2446,RFEnsemble
Geniostoma ligustrifolium,Ds,975.0214,0.7016,0.7124,194.2136,1.3070,476.6773,8.8948,0.4364,1.1292,0.0925,0.0242,0.5767,1.7230,6.1137,RFEnsemble
Geniostoma ligustrifolium,I,1609.8298,-0.0316,0.0130,164.0940,-38.4554,1530.6150,7.8158,5.4361,14.4758,0.9793,0.4606,0.2691,18.9728,48.4720,RFEnsemble
Geniostoma ligustrifolium,Gr,169.6702,-0.0261,0.0259,-422.5291,0.8304,-305.8904,-5.7510,0.3642,2.6771,-0.0972,0.0180,1.0861,-0.9337,6.3687,RFEnsemble
Pseudowintera axillaris,D,1175.1201,0.2227,-0.0991,201.4000,-38.9833,1632.9972,8.2141,5.3774,13.9363,0.9675,0.4655,-0.1359,20.0322,47.7008,RFEnsemble
Pseudowintera axillaris,Is,1222.2030,0.7155,0.6829,267.3531,1.9508,699.3463,8.2722,0.4980,1.5534,0.0980,0.0268,0.6716,2.0132,6.7356,RFEnsemble
Pseudowintera axillaris,Ds,1043.4911,0.6516,0.7184,107.5831,1.6431,476.3931,5.6954,0.3144,0.9749,0.0915,0.0148,0.9907,1.6020,6.8647,RFEnsemble
Pseudowintera axillaris,I,1558.6344,-0.1437,0.0307,591.6022,-40.3465,1895.4469,16.0617,5.0164,11.4209,1.0830,0.4366,-0.7411,19.2592,41.6478,RFEnsemble
Pseudowintera axillaris,Gr,383.5143,-0.3664,0.1298,390.2021,-1.3632,262.4497,7.8476,-0.3610,-2.5154,0.1155,-0.0290,-0.6052,-0.7731,-6.0530,RFEnsemble
Coprosma ciliata,D,1386.6061,-0.0318,0.0131,544.7449,-41.2028,1647.9178,12.9615,5.1900,11.3369,1.0385,0.4436,-0.4558,20.1900,43.8885,RFEnsemble
Coprosma ciliata,Is,1325.9344,0.6986,0.7045,399.0969,1.2437,2313.1531,14.2243,0.6017,1.5498,0.0905,0.0471,0.9798,2.0359,10.0069,RFEnsemble
Coprosma ciliata,Ds,1051.5292,0.7207,0.6924,385.6259,2.7443,667.1214,9.6182,0.4611,2.4431,0.1142,0.0348,0.8902,2.1119,8.2705,RFEnsemble
Coprosma ciliata,I,1594.1982,0.0362,-0.1197,454.3166,-44.5057,3746.9539,18.1348,4.9793,10.2493,0.9872,0.4405,-0.2000,19.3914,40.4413,RFEnsemble
Coprosma ciliata,Gr,207.5922,0.0680,-0.1327,-90.4284,-3.3029,2099.0361,5.1733,-0.2107,-1.0876,-0.0514,-0.0030,0.2558,-0.7986,-3.4471,RFEnsemble
Melicytus ramiflorus,D,1319.6794,-0.0520,0.0861,557.7053,-41.0963,3491.0554,15.7831,4.8202,11.1116,1.0369,0.4384,-0.9155,19.4643,37.0652,RFEnsemble
Melicytus ramiflorus,Is,1772.5062,0.7048,0.7092,280.7274,3.2862,460.9082,8.1901,0.4127,2.2821,0.1033,0.0263,0.9981,2.2056,8.1344,RFEnsemble
Melicytus ramiflorus,Ds,1071.6906,0.7460,0.6583,282.6182,2.5588,1687.9962,11.6132,0.4076,1.3604,0.1097,0.0286,0.4025,1.5335,5.3051,RFEnsemble
Melicytus ramiflorus,I,1576.9387,0.0022,-0.0147,298.4812,-40.7961,1369.9211,9.5720,5.3842,12.7917,0.9947,0.4605,0.0679,19.8538,48.1663,RFEnsemble
Melicytus ramiflorus,Gr,257.2593,0.0542,-0.1008,-259.2241,0.3002,-2121.1343,-6.2111,0.5640,1.6801,-0.0421,0.0220,0.9834,0.3895,11.1011,RFEnsemble
Hedycarya arborea,D,1294.9465,-0.0235,0.3862,552.1764,-40.9946,3226.1902,17.6730,4.7874,11.3256,1.0423,0.4463,-0.8290,20.1390,37.0391,RFEnsemble
Hedycarya arborea,Is,1635.7365,0.7073,0.7047,224.4975,2.3604,677.6017,7.8040,0.3782,1.7718,0.1065,0.0255,0.9985,2.1153,6.8824,RFEnsemble
Hedycarya arborea,Ds,993.4572,0.7440,0.5448,248.5778,2.2341,1674.0192,10.7101,0.5148,1.3092,0.0993,0.0247,0.5592,1.1100,9.0807,RFEnsemble
Hedycarya arborea,I,1555.3173,-0.0444,-0.0334,257.7386,-39.3159,1645.9921,9.5076,5.3299,13.5797,0.9901,0.4560,-0.0543,19.2960,47.2162,RFEnsemble
Hedycarya arborea,Gr,260.3707,-0.0209,-0.4196,-294.4378,1.6786,-1580.1981,-8.1654,0.5425,2.2542,-0.0522,0.0097,0.7747,-0.8430,10.1771,RFEnsemble
Griselinia littoralis,D,1523.7053,0.0436,0.0268,667.2927,-42.7029,3175.1279,24.4315,4.4578,10.1673,1.0358,0.4077,-0.7587,18.9374,39.0057,RFEnsemble
Griselinia littoralis,Is,1180.2361,0.7105,0.7033,375.2237,2.8541,1031.6061,9.4453,0.4514,2.2480,0.1113,0.0320,0.9595,2.0428,8.8982,RFEnsemble
Griselinia littoralis,Ds,1170.7031,0.7351,0.6760,261.4390,2.9732,1321.6613,10.5979,0.4335,2.2519,0.0999,0.0548,0.6515,3.1964,8.0246,RFEnsemble
Griselinia littoralis,I,1428.2710,-0.0134,-0.0190,463.1889,-41.7344,1703.6346,12.0188,5.2561,11.5205,1.0213,0.4498,-0.2821,20.0993,44.7118,RFEnsemble
Griselinia littoralis,Gr,-95.4343,-0.0570,-0.0458,-204.1038,0.9685,-1471.4933,-12.4126,0.7983,1.3531,-0.0145,0.0421,0.4766,1.1619,5.7061,RFEnsemble
Leptecophylla juniperina,D,1861.4679,-0.0999,0.6701,231.6905,-42.2066,2454.6104,7.5242,5.2365,12.5019,0.9441,0.4690,0.0739,20.7442,47.6542,RFEnsemble
Leptecophylla juniperina,Is,1460.4146,0.7198,0.6895,363.8177,3.1167,812.2708,9.6342,0.4744,2.4784,0.1107,0.0341,0.9739,2.2099,8.9108,RFEnsemble
Leptecophylla juniperina,Ds,3038.4114,0.6348,0.3714,279.5869,3.1649,1964.1302,11.1713,0.6105,2.2174,0.0731,0.0241,0.9973,2.9049,11.1209,RFEnsemble
Leptecophylla juniperina,I,1518.0781,0.0005,-0.0799,440.4884,-41.1259,1655.7566,11.9858,5.2415,11.8951,1.0184,0.4490,-0.2271,19.8989,45.3990,RFEnsemble
Leptecophylla juniperina,Gr,-343.3898,0.1005,-0.7499,208.7979,1.0807,-798.8538,4.4616,0.0050,-0.6068,0.0743,-0.0199,-0.3011,-0.8453,-2.2552,RFEnsemble
